title,price,city,location,images,modelyear,millage,fueltype,transmission,registeredin,color,assembly,enginecapacity,bodytype,lastupdated,adref,carfeatures,sellercomments
Haval H6 HEV 2024,PKR 1.24 crore,lahore," Jail Road, Lahore Punjab","['https://cache4.pakwheels.com/ad_pictures/9471/haval-h6-hev-2024-94711274.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/haval-h6-hev-2024-102749538.webp']","2024
                        ",10 km,Hybrid,Automatic,Un-Registered,White,Local,1500 cc,Compact SUV,11-Jun-24,https://www.pakwheels.com/used-cars/haval-h6-2024-for-sale-in-lahore-8245975,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  HAVAL H6 HEV 2024UNREGISTERED ZERO METERWhite with RedWhite with Beige
    
"
Haval H6 HEV 2024,PKR 1.24 crore,lahore," Jail Road, Lahore Punjab",['https://cache4.pakwheels.com/ad_pictures/9471/haval-h6-hev-2024-94711331.webp'],"2024
                        ",10 km,Hybrid,Automatic,Un-Registered,Black,Local,1500 cc,Compact SUV,11-Jun-24,https://www.pakwheels.com/used-cars/haval-h6-2024-for-sale-in-lahore-8245980,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  HAVAL H6 HEV 2024Black with Red
    
"
Toyota Corolla XLi VVTi 2019,PKR 38.5 lacs,lahore, Lahore Punjab,"['https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-vvti-2019-102995289.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-vvti-2019-102995299.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-vvti-2019-102995298.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-vvti-2019-102995293.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-vvti-2019-102995294.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-vvti-2019-102995296.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-vvti-2019-102995290.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-vvti-2019-102995288.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-vvti-2019-102995287.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-vvti-2019-102995291.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-vvti-2019-102995286.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-vvti-2019-102995297.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-vvti-2019-102995292.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-xli-vvti-2019-102995295.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2019
","62,000 km",Petrol,Manual,Lahore,Attitude Black,Local,1300 cc,Sedan,11-Jun-24,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-lahore-8824299,"[' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Immobilizer Key', ' Power Mirrors', ' Power Steering']","
  Toyota Xli convent Gli model 2019 reg 2019 low mileage 62000km 1st hand androids lcd plus back view camera. 
    
"
Suzuki Alto VX 2006,PKR 7.4 lacs,lahore," Marghzar Officers Colony, Lahore Punjab","['https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-vx-14-2006-102995198.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-alto-vx-14-2006-102995197.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-alto-vx-14-2006-102995201.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-alto-vx-14-2006-102995196.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-alto-vx-14-2006-102995202.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-vx-14-2006-102995199.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-alto-vx-14-2006-102995200.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-vx-14-2006-102995204.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-alto-vx-14-2006-102995203.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-alto-vx-14-2006-102995205.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-vx-14-2006-102995209.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-alto-vx-14-2006-102995206.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-vx-14-2006-102995207.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-alto-vx-14-2006-102995208.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2006
","45,000 km",Petrol,Manual,Punjab,Beige,Imported,1000 cc,Hatchback,11-Jun-24,https://www.pakwheels.com/used-cars/suzuki-alto-2006-for-sale-in-lahore-8824291,"[' AM/FM Radio', ' Air Conditioning', ' Cassette Player']","
  Suzuki alto 45000km drivenMechanically 100 percent genuine Soundless engine Totally driven on petrol Excellent milage Selling due to moving abroadAll documents are cleared New tyres installedNew poshishRest shower for fresh look
    
"
Toyota Corolla GLi Automatic 1.3 VVTi 2020,PKR 45.25 lacs,lahore," Johar Town, Lahore Punjab","['https://cache1.pakwheels.com/ad_pictures/1026/toyota-corolla-gli-vvti-automatic-2020-102603125.webp', 'https://cache4.pakwheels.com/ad_pictures/1026/toyota-corolla-gli-vvti-automatic-2020-102603124.webp', 'https://cache4.pakwheels.com/ad_pictures/1026/toyota-corolla-gli-vvti-automatic-2020-102603122.webp', 'https://cache2.pakwheels.com/ad_pictures/1026/toyota-corolla-gli-vvti-automatic-2020-102603126.webp', 'https://cache4.pakwheels.com/ad_pictures/1026/toyota-corolla-gli-vvti-automatic-2020-102603123.webp', 'https://cache4.pakwheels.com/ad_pictures/1026/toyota-corolla-gli-vvti-automatic-2020-102603119.webp', 'https://cache4.pakwheels.com/ad_pictures/1026/toyota-corolla-gli-vvti-automatic-2020-102603121.webp', 'https://cache4.pakwheels.com/ad_pictures/1026/toyota-corolla-gli-vvti-automatic-2020-102603120.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2020
","60,000 km",Petrol,Automatic,Punjab,Dorado Gold,Local,1300 cc,Sedan,11-Jun-24,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-lahore-8793942,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Gli Auto 2020 1.3 2nd ownerFender half door shower Maintained car no work required Neat n clean excellent drive  Negotiations on the spot Exchange Option Possible.  
    
"
Daihatsu Mira X Memorial Edition 2008,PKR 14.95 lacs,lahore," Wapda Town, Lahore Punjab","['https://cache2.pakwheels.com/ad_pictures/1017/daihatsu-mira-x-memorial-edition-2008-101753796.webp', 'https://cache2.pakwheels.com/ad_pictures/1017/daihatsu-mira-x-memorial-edition-2008-101753800.webp', 'https://cache2.pakwheels.com/ad_pictures/1017/daihatsu-mira-x-memorial-edition-2008-101753799.webp', 'https://cache1.pakwheels.com/ad_pictures/1017/daihatsu-mira-x-memorial-edition-2008-101753798.webp', 'https://cache1.pakwheels.com/ad_pictures/1017/daihatsu-mira-x-memorial-edition-2008-101753797.webp', 'https://cache4.pakwheels.com/ad_pictures/1020/daihatsu-mira-x-memorial-edition-2008-102044561.webp', 'https://cache2.pakwheels.com/ad_pictures/1020/daihatsu-mira-x-memorial-edition-2008-102044559.webp', 'https://cache3.pakwheels.com/ad_pictures/1020/daihatsu-mira-x-memorial-edition-2008-102044560.webp', 'https://cache4.pakwheels.com/ad_pictures/1020/daihatsu-mira-x-memorial-edition-2008-102044558.webp', 'https://cache3.pakwheels.com/ad_pictures/1020/daihatsu-mira-x-memorial-edition-2008-102044563.webp', 'https://cache1.pakwheels.com/ad_pictures/1020/daihatsu-mira-x-memorial-edition-2008-102044557.webp', 'https://cache2.pakwheels.com/ad_pictures/1020/daihatsu-mira-x-memorial-edition-2008-102044562.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2008
","128,000 km",Petrol,Automatic,Lahore, Pearl White,Imported,660 cc,Hatchback,11-Jun-24,https://www.pakwheels.com/used-cars/daihatsu-mira-2008-for-sale-in-lahore-8730004,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Mira : 2008 Model Auto 2 DoorsImport: 2013 Lahore Registered New Rims & Tyres & Battery Local Average : 17-18 Km With AcEngine, Gear Good Mechanical All Ok Fully Maintained Car Buy N Drive 10:10Original Plates Chilling AC All Fluids Changed. 
"
Toyota Prado TZ 3.0D 1998,PKR 52 lacs,lahore," Johar Town, Lahore Punjab","['https://cache3.pakwheels.com/ad_pictures/1029/toyota-prado-tz-3-0d-1998-102995099.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-prado-tz-3-0d-1998-102995098.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-prado-tz-3-0d-1998-102995102.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-prado-tz-3-0d-1998-102995104.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-prado-tz-3-0d-1998-102995103.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-prado-tz-3-0d-1998-102995097.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-prado-tz-3-0d-1998-102995100.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-prado-tz-3-0d-1998-102995101.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-prado-tz-3-0d-1998-102995106.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-prado-tz-3-0d-1998-102995105.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","1998
","140,000 km",Diesel,Automatic,Lahore,Dark Blue Mica Metallic,Imported,3000 cc,SUV,11-Jun-24,https://www.pakwheels.com/used-cars/toyota-prado-1998-for-sale-in-lahore-8824286,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  Toyota Prado TZ 1998Diesel 1kzte(own engine)Total original Paint Except 1 fender and a few inches of bonnet has been repaintedTyres are in good conditionNeat and clean interiorSuspension 100%Lahore registeredCompete file and smart card. Biometric availableOnly serious buyers contact No time wastersThanks
    
"
Suzuki Alto VXR 2022,PKR 25.25 lacs,lahore," Johar Town, Lahore Punjab","['https://cache1.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2022-102994885.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2022-102994880.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2022-102994882.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2022-102994881.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2022-102994883.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2022-102994884.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2022
","35,000 km",Petrol,Manual,Lahore,White,Local,660 cc,Hatchback,11-Jun-24,https://www.pakwheels.com/used-cars/suzuki-alto-2022-for-sale-in-lahore-8824268,"[' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Steering']","
  Total genuine 1 ownerLow mileage Excelent condition Engine suspension 100%Fuel average 22/24
    
"
Honda City 1.3 i-VTEC 2013,PKR 29.5 lacs,lahore," Allama Iqbal Town, Lahore Punjab","['https://cache4.pakwheels.com/ad_pictures/1029/honda-city-i-vtec-2-2013-102994805.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2013
","165,000 km",Petrol,Manual,Punjab,Lunar Silver Metallic,Local,1300 cc,Sedan,11-Jun-24,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-lahore-8824264,"[' ABS', ' AM/FM Radio', ' Air Conditioning', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  First owner Total genuine
    
"
Toyota Fortuner 2.7 G 2021,PKR 1.35 crore,lahore," Davis Road, Lahore Punjab","['https://cache4.pakwheels.com/ad_pictures/1029/toyota-fortuner-2-7-g-2021-102994784.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-fortuner-2-7-g-2021-102994783.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-fortuner-2-7-g-2021-102994781.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-fortuner-2-7-g-2021-102994782.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-fortuner-2-7-g-2021-102994785.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-fortuner-2-7-g-2021-102994786.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-fortuner-2-7-g-2021-102994787.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-fortuner-2-7-g-2021-102994788.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2021
","10,000 km",Petrol,Automatic,Islamabad,Super White,Local,2700 cc,SUV,11-Jun-24,https://www.pakwheels.com/used-cars/toyota-fortuner-2021-for-sale-in-lahore-8824261,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CoolBox', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Islamabad registered car . Two digit golden number.Brand new condition.Driven by doctor .  Used as third car. Only ten thousand driven.
    
"
Toyota C-HR S-LED 2018,PKR 76.25 lacs,lahore," Faisal Town, Lahore Punjab","['https://cache4.pakwheels.com/ad_pictures/1002/toyota-c-hr-s-led-2018-100264985.webp', 'https://cache2.pakwheels.com/ad_pictures/1002/toyota-c-hr-s-led-2018-100264983.webp', 'https://cache1.pakwheels.com/ad_pictures/1002/toyota-c-hr-s-led-2018-100264990.webp', 'https://cache3.pakwheels.com/ad_pictures/1002/toyota-c-hr-s-led-2018-100264994.webp', 'https://cache1.pakwheels.com/ad_pictures/1002/toyota-c-hr-s-led-2018-100264991.webp', 'https://cache4.pakwheels.com/ad_pictures/1002/toyota-c-hr-s-led-2018-100264992.webp', 'https://cache3.pakwheels.com/ad_pictures/1002/toyota-c-hr-s-led-2018-100264984.webp', 'https://cache2.pakwheels.com/ad_pictures/1002/toyota-c-hr-s-led-2018-100264993.webp', 'https://cache2.pakwheels.com/ad_pictures/1002/toyota-c-hr-s-led-2018-100264988.webp', 'https://cache4.pakwheels.com/ad_pictures/1002/toyota-c-hr-s-led-2018-100264987.webp', 'https://cache2.pakwheels.com/ad_pictures/1002/toyota-c-hr-s-led-2018-100264982.webp', 'https://cache1.pakwheels.com/ad_pictures/1002/toyota-c-hr-s-led-2018-100264986.webp', 'https://cache4.pakwheels.com/ad_pictures/1002/toyota-c-hr-s-led-2018-100264989.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2018
","48,000 km",Hybrid,Automatic,Un-Registered,Maroon,Imported,1800 cc,Crossover,11-Jun-24,https://www.pakwheels.com/used-cars/toyota-c-hr-2018-for-sale-in-lahore-8626432,"[' ABS', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  5 days ago clear from customs 48000 km from Japan, not use in local self import need cash because me going abroad just call plz,
    
"
Toyota Corolla Altis Cruisetronic 1.8 2008,PKR 25 lacs,lahore," Al Rehman Garden, Lahore Punjab","['https://cache2.pakwheels.com/ad_pictures/1013/toyota-corolla-1-8-cruisetronic-2008-101340697.webp', 'https://cache3.pakwheels.com/ad_pictures/1013/toyota-corolla-1-8-cruisetronic-2008-101340696.webp', 'https://cache4.pakwheels.com/ad_pictures/1013/toyota-corolla-1-8-cruisetronic-2008-101340694.webp', 'https://cache1.pakwheels.com/ad_pictures/1013/toyota-corolla-1-8-cruisetronic-2008-101340700.webp', 'https://cache4.pakwheels.com/ad_pictures/1013/toyota-corolla-1-8-cruisetronic-2008-101340695.webp', 'https://cache3.pakwheels.com/ad_pictures/1013/toyota-corolla-1-8-cruisetronic-2008-101340698.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-corolla-1-8-cruisetronic-2008-102859053.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-corolla-1-8-cruisetronic-2008-102859059.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/toyota-corolla-1-8-cruisetronic-2008-102859057.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-corolla-1-8-cruisetronic-2008-102859061.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-corolla-1-8-cruisetronic-2008-102859054.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/toyota-corolla-1-8-cruisetronic-2008-102859058.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2008
","180,000 km",Petrol,Automatic,Lahore,Blue,Local,1800 cc,Sedan,11-Jun-24,https://www.pakwheels.com/used-cars/toyota-corolla-2008-for-sale-in-lahore-8701110,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' DVD Player', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  corolla altis cruisetonic 1.8 auto 2008/9 modelcontact for details serious buyer contact me
    
"
Honda Civic VTi 1.8 i-VTEC 2013,PKR 35 lacs,lahore, Lahore Punjab,"['https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-2013-102994451.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-2013-102994448.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-2013-102994450.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-2013-102994449.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-vti-1-8-i-vtec-2013-102994447.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2013
","115,000 km",Petrol,Automatic,Lahore,Gold,Local,1800 cc,Sedan,11-Jun-24,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-lahore-8824236,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  civic 2013 total genuine engine gear suspension 100%biomatric available on the spot Lightweight allow rims. Complete original file is availble. Brand new tires installed. Token tax is up to date. No call/SMS will be answered after office hours. As good as a brand new car. Price is flexible.
    
"
Toyota Corolla 2018,PKR 38.5 lacs,lahore," Muslim Town, Lahore Punjab","['https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-2018-102994422.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-2018-102994426.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-2018-102994418.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-2018-102994416.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-2018-102994420.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-2018-102994417.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-2018-102994419.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-2018-102994424.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-2018-102994429.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-2018-102994428.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-2018-102994430.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-2018-102994423.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-2018-102994421.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-2018-102994425.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-2018-102994427.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2018
","80,000 km",Petrol,Manual,Lahore,White,Local,1300 cc,N/A,11-Jun-24,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-lahore-8824233,"[' ABS', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' DVD Player', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  seal by seal sides toching chaht digi bonet genuine After Market Alloy rims.
    
"
Suzuki Alto VXR 2007,PKR 8.5 lacs,lahore," Canal Bank Housing Scheme, Lahore Punjab","['https://cache3.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2007-102994452.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2007-102994458.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2007-102994454.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2007-102994459.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2007-102994456.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2007-102994457.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2007-102994455.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2007-102994453.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2007-102994462.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2007-102994465.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2007-102994460.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2007-102994463.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2007-102994464.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-alto-vxr-2-2007-102994461.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2007
","200,000 km",Petrol,Manual,Lahore,Green,Local,1000 cc,Hatchback,11-Jun-24,https://www.pakwheels.com/used-cars/suzuki-alto-2007-for-sale-in-lahore-8824232,"[' AM/FM Radio', ' Air Conditioning', ' Keyless Entry', ' Power Locks']","
  Suzuki Alto vxr  chat pillar janian inner janian outside shower Alloy wheels installed suspension  injan 80 singalhand used car in Lush condition dealers Hazrat add se door rhe price negotiable but little bit thanks.
    
"
Suzuki Margalla GLX 1996,PKR 6.4 lacs,lahore," Al Rehman Garden, Lahore Punjab","['https://cache1.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102994346.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102994345.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102994344.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102994341.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102994343.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-margalla-glx-1996-102994342.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","1996
","37,000 km",Petrol,Manual,Lahore,White,Local,1300 cc,Sedan,11-Jun-24,https://www.pakwheels.com/used-cars/suzuki-margalla-1996-for-sale-in-lahore-8824227,"[' AM/FM Radio', ' Air Conditioning', ' Cassette Player', ' Power Steering']","
  urgent sale need cash for more detail plz call
    
"
Suzuki Mehran VXR Euro II 2018,PKR 12 lacs,lahore," Askari XI, Lahore Punjab","['https://cache2.pakwheels.com/ad_pictures/1029/suzuki-mehran-vxr-euro-ii-2018-102994414.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-mehran-vxr-euro-ii-2018-102994413.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vxr-euro-ii-2018-102994415.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2018
","80,000 km",Petrol,Manual,Karachi,Solid White,Local,796 cc,Hatchback,11-Jun-24,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-lahore-8824226,"[' AM/FM Radio', ' Air Conditioning', ' CD Player', ' Immobilizer Key']","
  Price is flexible.
    
"
